"data","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","year","paper_key","volume","issue","autori"
"journal-article-10.2307_23601927","0.079748325","0.06516993","0","0","0","0.25815552","0","0","0","0.109856024","0","0","0","0","0","0","0.09467803","0","0","0","0","0.10392145","0","0.28356996","0","2013","Inside the black box of services: evidence from India","37","1","Nayyar&"
"journal-article-10.2307_23601928","0","0","0","0.012355159","0.88990444","0","0","0","0","0","0","0","0","0","0","0.024006005","0","0","0","0","0.06065923","0","0","0","0.010576862","2013","The King and I: monarchies and the performance of business groups","37","1","Herzog&Munir&Kattuman&"
"journal-article-10.2307_23601929","0","0.04315945","0","0","0","0.014362592","0","0","0","0.051371917","0","0","0","0.65769607","0","0","0","0","0","0.23017083","0","0","0","0","0","2013","Towards a new complexity economics for sustainability","37","1","Foxon&Köhler&Michie&Oughton&"
"journal-article-10.2307_23601930","0","0","0","0","0","0","0","0","0","0","0.38619193","0","0.014375297","0.29316208","0","0","0","0","0","0","0","0","0","0","0.3061522","2013","Transmutability, generalised Darwinism and the limits to conceptual integration","37","1","Brown&"
"journal-article-10.2307_23601933","0","0.020210195","0","0","0","0","0","0","0","0","0.14380145","0","0.010967794","0.06390874","0","0","0","0","0","0","0","0","0","0","0.7610037","2009","Socio-economic evolution and Darwinism in Thorstein Veblen: a critical appraisal","33","6","Liagouras&"
"journal-article-10.2307_23601934","0","0","0","0","0","0","0.061379034","0","0","0","0","0.84383416","0","0","0.09465713","0","0","0","0","0","0","0","0","0","0","2009","A Sraffian critique of the classical notion of centre of gravitation","33","6","Dupertuis&Sinha&"
"journal-article-10.2307_23601935","0","0","0","0","0.95130616","0","0","0","0","0.04857567","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2009","The revealed preferences of high technology acquirers: An analysis of the innovation characteristics of their targets","33","6","Desyllas&Hughes&"
"journal-article-10.2307_23601936","0","0","0","0","0","0","0","0","0","0","0.06783744","0","0.56710196","0.12900703","0","0","0","0","0.052102145","0","0.18361093","0","0","0","0","2009","Between political economy and postcolonial theory: first encounters","33","6","Kayatekin&"
"journal-article-10.2307_23601937","0","0","0","0.019332904","0","0","0","0","0.019213632","0","0.18415402","0","0.14182198","0.18516909","0","0","0.020321444","0","0.31384543","0","0.10231651","0","0","0","0","2009","Post-Keynesianism without modernity","33","6","Danby&"
"journal-article-10.2307_23601938","0.022804672","0","0","0","0","0","0","0","0","0","0.16448298","0","0.6114507","0.042936984","0","0.042264596","0","0","0","0","0.11041739","0","0","0","0","2009","Social analysis and the capabilities approach: a limit to Martha Nussbaum's universalist ethics","33","6","Charusheela&"
"journal-article-10.2307_23601939","0","0","0","0","0","0.053838924","0","0","0","0","0.0678274","0","0.35031205","0.40727308","0","0","0","0","0","0","0.07130641","0","0","0","0.04931746","2009","Economics, postcolonial theory and the problem of culture: institutional analysis and hybridity","33","6","Zein-Elabdin&"
"journal-article-10.2307_23601940","0","0","0","0","0","0","0","0","0","0","0.06561464","0","0.038884576","0","0.09911219","0","0","0","0","0","0.7808517","0","0.010857375","0","0","2009","Global order and the new economic policy in India: the (post)colonial formation of the small-scale sector","33","6","Chakrabarti&Chaudhury&Cullenberg&"
"journal-article-10.2307_23601941","0","0","0","0","0","0","0","0","0","0","0.0594966","0","0.6135186","0.08575354","0","0","0","0","0","0","0","0","0.23173021","0","0","2009","Ambivalence of class subjectivity: the sharecroppers of the post-bellum southern USA","33","6","Kayatekin&"
"journal-article-10.2307_23601942","0","0","0.013797063","0.30288684","0","0","0","0","0","0","0.07754839","0","0","0.13026161","0","0","0","0","0","0.010205302","0","0","0","0","0.44787544","2009","The great crash of 2008 and the reform of economics","33","6","Hodgson&"
"journal-article-10.2307_23601973","0","0.015951566","0","0.71942306","0","0","0","0","0.045137808","0.038813855","0","0","0","0","0","0","0","0","0","0","0.15596408","0.017407112","0","0","0","2013","Prospects for the eurozone","37","3","Blankenburg&King&Konzelmann&Wilkinson&"
"journal-article-10.2307_23601974","0","0","0","0.3534549","0","0","0","0","0.2219618","0.07148562","0","0","0","0.068866","0","0","0","0","0","0","0.26679644","0","0","0","0","2013","European economic governance: the Berlin—Washington Consensus","37","3","Fitoussi&Saraceno&"
"journal-article-10.2307_23601975","0","0.032246016","0","0.5780786","0","0.054337103","0","0","0.10760555","0","0","0","0","0","0.06474191","0","0","0","0.014498815","0","0.14047319","0","0","0","0","2013","'Two or three things I know about her': Europe in the global crisis and heterodox economics","37","3","Bellofiore&"
"journal-article-10.2307_23601976","0.063878536","0.06327033","0","0.553847","0","0.1422292","0","0","0.022686858","0.044643253","0","0","0","0","0","0","0","0","0","0","0.041252863","0.06561182","0","0","0","2013","In search of sustainable paths for the eurozone in the troubled post-2008 world","37","3","Mazier&Petit&"
"journal-article-10.2307_23601977","0","0.072913244","0","0.6082806","0","0","0","0","0.022567928","0.028444428","0","0","0","0.11095981","0","0","0","0","0","0","0.14320596","0","0","0","0","2013","The euro crisis: undetected by conventional economics, favoured by nationally focused polity","37","3","Boyer&"
"journal-article-10.2307_23601978","0","0","0","0.5696037","0","0.1159906","0.02022832","0","0.1753683","0","0","0","0","0","0","0","0","0","0","0","0","0.110092804","0","0","0","2013","International credit, financial integration and the euro","37","3","Toporowski&"
"journal-article-10.2307_23601979","0","0","0","0.76932013","0","0","0","0","0.11799226","0.012754585","0","0","0","0","0","0","0","0","0.0588663","0","0.018013526","0","0","0.013262092","0","2013","Policy coordination, conflicting national interests and the European debt crisis","37","3","Panico&Purificato&"
"journal-article-10.2307_23601980","0","0","0","0.5914919","0","0","0","0","0.1454569","0","0","0","0.020603022","0","0","0","0","0","0.028716968","0","0.072247215","0","0","0.08041243","0.060975164","2013","At the crossroads: the euro and its central bank guardian (and saviour?)","37","3","Bibow&"
"journal-article-10.2307_23601981","0","0","0","0.30457446","0","0.26103413","0","0","0.20122288","0.13418043","0","0","0","0","0","0","0","0","0","0","0","0.015682912","0.08321089","0","0","2013","Revisiting Latin America's debt crisis: some lessons for the periphery of the eurozone","37","3","Capraro&Perrotini&"
"journal-article-10.2307_23601982","0.028032884","0.410383","0","0.19669057","0","0.24512069","0","0","0","0.038752675","0","0","0","0","0","0.022623252","0","0","0","0","0","0.04413191","0","0","0","2013","Economic relations between Germany and southern Europe","37","3","Simonazzi&Ginzburg&Nocella&"
"journal-article-10.2307_23601983","0.10942833","0","0","0.46060055","0","0","0","0","0","0","0","0","0","0.020241925","0","0","0","0","0","0","0.4021905","0","0","0","0","2013","Reconstructing the eurozone: the role of EU social policy","37","3","Grahl&Teague&"
"journal-article-10.2307_23601986","0","0","0","0.6498053","0","0","0","0","0.029636664","0","0.09598733","0","0","0.0187299","0","0","0","0","0.012584753","0","0.12591276","0","0","0","0.06713068","2009","Introduction: the global financial crisis","33","4","Blankenburg&Palma&"
"journal-article-10.2307_23601987","0","0","0","0.53635675","0","0.013949349","0","0","0","0","0","0","0","0","0","0.032793455","0","0","0","0","0.36883986","0","0","0.022352858","0.025632164","2009","From global imbalances to global reorganisations","33","4","Wade&"
"journal-article-10.2307_23601988","0","0","0","0.98308414","0","0","0","0","0","0","0","0.016799822","0","0","0","0","0","0","0","0","0","0","0","0","0","2009","Structural causes of the global financial crisis: a critical assessment of the 'new financial architecture'","33","4","Crotty&"
"journal-article-10.2307_23601989","0","0","0","0.62357575","0","0","0","0","0.23581158","0","0.05499294","0","0","0","0","0","0","0","0.07292335","0","0","0","0","0","0","2009","The limits of central bank policy: economic crisis and the challenge of effective solutions","33","4","Morgan&"
"journal-article-10.2307_23601990","0","0","0","0.06815471","0.118493974","0","0","0","0","0.36068693","0","0","0","0","0","0","0","0","0.45254937","0","0","0","0","0","0","2009","The fat years: the structure and profitability of the US banking sector in the pre-crisis period","33","4","Tregenna&"
"journal-article-10.2307_23601991","0","0","0","0.6775142","0","0.08055208","0","0","0.046906274","0","0","0","0","0","0","0","0","0","0","0","0.18069753","0.014238137","0","0","0","2009","The evolving international monetary system","33","4","D'Arista&"
"journal-article-10.2307_23601992","0","0","0","0.63760406","0","0","0","0","0.34118852","0","0","0","0","0","0","0.021030232","0","0","0","0","0","0","0","0","0","2009","Why don't the bailouts work? Design of a new financial system versus a return to normalcy","33","4","Kregel&"
"journal-article-10.2307_23601993","0","0.10017092","0","0.17057964","0.23967342","0.011130217","0","0","0.03985035","0","0.013118203","0","0","0.20454657","0","0","0","0","0","0.049482822","0.104635224","0.06673267","0","0","0","2009","The crash of the knowledge economy","33","4","Pagano&Rossi&"
"journal-article-10.2307_23601994","0","0","0","0.5397854","0","0.09338937","0","0","0.086227946","0","0","0","0","0","0","0","0","0.017690694","0","0","0.075899996","0.18689111","0","0","0","2009","A developing country view of the current global crisis: what should not be forgotten and what should be done","33","4","Frenkel&Rapetti&"
"journal-article-10.2307_23601995","0","0","0","0.2621739","0","0.2681588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.46953276","0","0","0","2009","Latin America and the global financial crisis","33","4","Ocampo&"
"journal-article-10.2307_23601996","0.012601452","0","0","0.517777","0","0.29458565","0","0","0.021073123","0","0","0","0","0","0","0","0","0","0","0","0","0.010338778","0","0.13405792","0","2009","The costs of 'coupling': the global crisis and the Indian economy","33","4","Ghosh&Chandrasekhar&"
"journal-article-10.2307_23601997","0","0.012803479","0","0.46358857","0","0","0","0","0.37267378","0","0","0","0","0.08463532","0","0","0","0","0","0","0.013866448","0","0","0","0.048460774","2009","Out of the corridor: Keynes and the crisis","33","4","Leijonhufvud&"
"journal-article-10.2307_23601998","0","0","0","0.41630405","0","0","0","0","0.017664626","0","0.43159705","0","0","0","0","0","0","0.124973536","0","0","0","0","0","0","0","2009","The current economic crisis: its nature and the course of academic economics","33","4","Lawson&"
"journal-article-10.2307_23601999","0","0.24594773","0","0.5144708","0.07037323","0","0","0","0.014565803","0.054090735","0","0","0.018698249","0","0","0","0","0","0","0","0.0696155","0","0","0","0","2009","The double bubble at the turn of the century: technological roots and structural implications","33","4","Perez&"
"journal-article-10.2307_23602000","0","0","0","0.87126034","0","0","0","0","0.02486593","0","0","0","0","0","0.06076856","0.024803285","0","0","0","0","0","0","0","0","0.018228529","2009","The rise and fall of money manager capitalism: a Minskian approach","33","4","Wray&"
"journal-article-10.2307_23602001","0","0","0.06031166","0.36694524","0","0","0","0","0","0.030714821","0","0","0.012130451","0.085811056","0.06435152","0.04408813","0","0","0","0","0.30090597","0","0","0","0.026201963","2009","The revenge of the market on the rentiers. Why neo-liberal reports of the end of history turned out to be premature","33","4","Palma&"
"journal-article-10.2307_23602004","0.01661677","0","0","0.3603372","0.01940774","0","0","0","0","0","0","0","0","0.013463326","0","0","0.040172826","0","0","0","0.043399394","0","0.10903906","0.3936941","0","2013","Microfinance and the challenge of financial inclusion for development","37","6","Ghosh&"
"journal-article-10.2307_23602005","0.042280212","0","0","0","0","0","0","0.039030626","0","0","0.20761612","0","0.12825908","0.084527105","0","0.06842155","0","0","0","0","0.24461645","0","0","0.18513975","0","2013","The Human Values Index: conceptual foundations and evidence from Brazil","37","6","Comim&Amaral&"
"journal-article-10.2307_23602006","0","0","0","0","0","0","0","0","0","0","0.0797386","0","0","0.22592288","0","0","0","0","0","0","0","0","0","0","0.6942263","2013","The discourse of bounded rationality in academic and policy arenas: pathologising the errant consumer","37","6","Mehta&"
"journal-article-10.2307_23602007","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7943437","0","0.019972594","0","0","0","0","0","0","0","0","0.17733322","2013","The robot, the party animal and the philosopher: an evolutionary perspective on deliberation and preference","37","6","Earl&"
"journal-article-10.2307_23602008","0.1417229","0","0","0","0.07879768","0","0","0","0","0","0.062170383","0","0","0","0","0","0.61446345","0.06099658","0","0","0","0","0","0.035920624","0","2013","An investigation of Oliver Williamson's analysis of the division of labour","37","6","McMaster&White&"
"journal-article-10.2307_23602009","0.86931807","0","0","0","0.08618421","0","0","0","0","0.010547478","0","0","0","0","0","0","0","0","0","0","0","0","0","0.014495891","0","2013","Type of employer and fertility of working women: does working in the public sector or in a large private firm matter?","37","6","Conti&Sette&"
"journal-article-10.2307_23602010","0.17501917","0","0.26563227","0.012695008","0.10049561","0","0","0","0","0.3457417","0","0","0","0","0","0","0","0","0","0","0.09448651","0","0","0","0","2013","Does an employment protection law lead to unemployment? A panel data analysis of OECD countries, 1990—2008","37","6","Sarkar&"
"journal-article-10.2307_23602011","0","0","0","0","0","0.118302085","0","0","0","0.08422353","0","0","0","0","0.3820859","0","0.07683285","0","0","0","0","0","0.06330083","0.27517268","0","2013","Interrogating inclusive growth: formal-informal duality, complementarity, conflict","37","6","Chakrabarti&"
"journal-article-10.2307_23602012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.13459717","0.860047","0","0","0","0","0","0","0","0","0","2013","Class structure and economic inequality","37","6","Wolff&Zacharias&"
"journal-article-10.2307_23602013","0","0","0","0","0","0","0","0","0.21301103","0.52543664","0","0.21696426","0","0","0.044478092","0","0","0","0","0","0","0","0","0","0","2013","Growth and income distribution with the dynamics of power in labour and goods markets","37","6","Assous&Dutt&"
"journal-article-10.2307_23602014","0","0","0","0.17941621","0.12256918","0","0.14777526","0","0.18182385","0","0","0","0","0.079580545","0","0","0","0","0","0","0","0","0.20132193","0","0.08704605","2013","Note: Pasinetti's counter—factual hypotheses","37","6","Woods&"
"journal-article-10.2307_23602015","0","0","0","0","0","0","0.78177804","0","0","0","0.010969335","0","0.08216429","0","0","0","0","0","0.027912213","0","0","0","0","0","0.09667563","2013","New perspectives on the work of Piero Sraffa: a rejoinder to Professor Kurz","37","6","Porta&"
"journal-article-10.2307_23602016","0","0","0","0","0","0","0.999386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013","On Sraffa and Marx: a Comment","37","6","de Vivo&Gilibert&"
"journal-article-10.2307_23602017","0","0","0","0","0","0","0.98773724","0","0","0","0","0","0","0","0.011658302","0","0","0","0","0","0","0","0","0","0","2013","The new interpretation of Sraffa's prices: a response to Heinz Kurz","37","6","Sinha&"
"journal-article-10.2307_23602023","0.8816688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.06926769","0.040988255","0","0","0","0","0","0","0","0","2002","What happens after working part time? Integration, maintenance or exclusionary transitions in Britain and western Germany","26","4","O'Reilly&Bothfeld&"
"journal-article-10.2307_23602024","0","0","0","0","0","0","0","0","0","0.9509916","0","0.02660147","0","0","0","0","0","0.012368117","0","0","0","0","0","0","0","2002","The endogeneity of the natural rate of growth","26","4","León-Ledesma&Thirlwall&"
"journal-article-10.2307_23602025","0","0.018353269","0","0","0","0","0","0","0.015520043","0.07658994","0","0","0","0.6703546","0.060901243","0","0.07420698","0","0","0","0","0.018206056","0","0.05164688","0","2002","The role of human and social capital in growth: extending our understanding","26","4","Piazza-Georgi&"
"journal-article-10.2307_23602026","0","0","0","0","0","0","0","0","0","0","0.9376208","0","0","0","0","0","0","0.037319943","0","0","0","0","0","0","0.02495271","2002","Critical realism, empirical methods and inference: a critical discussion","26","4","Downward&Finch&Ramsay&"
"journal-article-10.2307_23602027","0","0","0","0","0","0","0","0","0","0","0.021563077","0","0.015656313","0.7049359","0","0","0","0","0.19840771","0","0","0","0","0","0.059338786","2002","Three problems of social organisation: institutional law and economics meets Habermasian law and democracy","26","4","Avio&"
"journal-article-10.2307_23602028","0","0","0","0.04857549","0.25097197","0.15598631","0","0","0","0","0","0","0","0","0","0","0","0","0","0.28441533","0.25994647","0","0","0","0","2002","The political economy of high-tech industries in developing countries: aerospace in Brazil, Indonesia and South Africa","26","4","Goldstein&"
"journal-article-10.2307_23602031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9954882","0","0","0","0","0","0","0","0","2004","The role of trust and contract in the supply of business advice","28","4","Bennett&Robson&"
"journal-article-10.2307_23602032","0.25784835","0","0","0.05588748","0","0","0","0.061374284","0","0.20809893","0","0","0","0","0","0.41663104","0","0","0","0","0","0","0","0","0","2004","The future of public pensions in the OECD","28","4","Weller&"
"journal-article-10.2307_23602033","0","0","0","0","0.06477444","0","0","0","0","0","0.10165444","0","0","0.01696297","0","0","0.7933501","0.023154963","0","0","0","0","0","0","0","2004","Governance and competence: how can they be combined?","28","4","Nooteboom&"
"journal-article-10.2307_23602034","0","0","0.07019117","0","0","0","0.16730288","0","0.30666655","0.015740348","0.014899826","0.40980145","0","0.012486831","0","0","0","0","0","0","0","0","0","0","0","2004","Capital, distribution and macroeconomics: 'core' beliefs and theoretical foundations","28","4","White&"
"journal-article-10.2307_23602035","0","0","0","0.037130337","0","0","0","0","0.33840486","0","0","0","0","0.06334678","0","0","0","0","0.37874627","0","0.031089533","0","0","0.06381107","0.08741427","2004","Reflections on the current fashion for central bank independence","28","4","Bibow&"
"journal-article-10.2307_23602036","0","0.16282105","0","0","0.03834071","0","0","0","0","0.55890584","0.027910534","0","0","0","0","0","0","0","0","0","0","0.08195556","0","0.12217388","0","2004","Absorptive capability and economic growth: how do countries catch-up?","28","4","Rogers&"
"journal-article-10.2307_23602037","0.23797782","0","0.7619135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2004","Work-related fatality risks and neoclassical compensating wage differentials","28","4","Purse&"
"journal-article-10.2307_23602038","0","0.07177936","0","0","0","0","0.01050926","0","0","0","0","0.013031945","0","0.54443336","0","0","0.2587","0","0","0","0","0","0","0","0.09689452","2004","The market for preferences","28","4","Earl&Potts&"
"journal-article-10.2307_23602041","0","0","0","0","0.030877393","0","0","0","0.66646165","0.2578432","0","0.032856785","0","0","0.010482589","0","0","0","0","0","0","0","0","0","0","2008","Macroeconomic implications of financialisation","32","6","Skott&Ryoo&"
"journal-article-10.2307_23602042","0","0","0","0.13715212","0.44699165","0","0","0","0.2536596","0.13878421","0","0","0","0","0.019368319","0","0","0","0","0","0","0","0","0","0","2008","Financialisation and capital accumulation in the non-financial corporate sector: A theoretical and empirical investigation on the US economy: 1973—2003","32","6","Orhangazi&"
"journal-article-10.2307_23602043","0","0","0","0.2648503","0","0","0","0","0.028623572","0.298222","0","0","0","0","0","0","0","0.04723479","0","0","0","0.3420501","0.014523991","0","0","2008","Controls on capital inflows and the transmission of external shocks","32","6","David&"
"journal-article-10.2307_23602044","0","0","0","0","0.82187325","0","0","0","0.07077187","0.054339174","0","0","0","0","0","0","0","0","0","0","0","0.039271843","0.01363811","0","0","2008","Does internal finance matter for R&D? New evidence from a panel of Italian firms","32","6","Ughetto&"
"journal-article-10.2307_23602045","0","0.40507963","0","0","0.5360704","0","0","0","0","0.031036455","0","0","0","0","0","0","0","0.027684918","0","0","0","0","0","0","0","2008","Incentives and uncertainty: an empirical analysis of the impact of demand on innovation","32","6","Fontana&Guerzoni&"
"journal-article-10.2307_23602046","0","0.115324475","0","0","0.6728979","0.0630233","0","0","0","0","0","0","0","0","0","0","0.086976364","0","0","0","0","0.061639912","0","0","0","2008","Power relationships along the value chain: multinational firms, global buyers and performance of local suppliers","32","6","Pietrobelli&Saliola&"
"journal-article-10.2307_23602047","0","0","0","0","0","0","0","0","0","0.13181959","0","0","0","0","0","0.86794317","0","0","0","0","0","0","0","0","0","2008","Top incomes in Sweden over three-quarters of a century: a micro data approach","32","6","Gustafsson&Jansson&"
"journal-article-10.2307_23602048","0.09286766","0","0","0","0","0","0","0","0.24177969","0.6423419","0","0","0","0","0.02290755","0","0","0","0","0","0","0","0","0","0","2008","Capital accumulation and unemployment: new insights on the Nordic experience","32","6","Karanassou&Sala&Salvador&"
"journal-article-10.2307_23602049","0","0","0","0","0","0","0.71484655","0","0","0","0","0","0.13497245","0","0","0","0","0","0","0","0","0","0","0","0.13315125","2008","Erratum: Keynes's Z function: a reply to Hartwig and Brady","32","6","Hayes&"
"journal-article-10.2307_23602055","0","0.13852598","0","0","0.4448091","0","0","0.03551188","0","0","0.026736176","0","0","0","0","0","0","0","0","0.34465787","0","0","0","0","0","2005","Rational drug design, the knowledge value chain and bioscience megacentres","29","3","Cooke&"
"journal-article-10.2307_23602056","0","0.03577525","0","0","0.7922929","0","0","0","0","0","0","0","0","0.023110839","0","0","0","0","0","0.14864863","0","0","0","0","0","2005","The evolution and performance of biotechnology regional systems of innovation","29","3","Niosi&Banik&"
"journal-article-10.2307_23602057","0","0.8293978","0","0","0","0","0.026739025","0","0","0","0","0.04739473","0","0","0","0","0.0700963","0","0","0","0","0","0.011619598","0","0.014644721","2005","The reaper and the scanner: indivisibility-led incremental innovations and the adoption of new technologies","29","3","Lissoni&"
"journal-article-10.2307_23602058","0","0","0","0","0.101824015","0","0","0","0","0","0.074743256","0","0","0","0","0","0.73460627","0","0","0","0","0","0","0","0.08869319","2005","On the opportunism-independent theory of the firm","29","3","Love&"
"journal-article-10.2307_23602059","0.027826894","0.50856066","0","0","0","0","0.042030975","0","0","0","0","0","0.028773371","0.23828125","0","0","0.03984244","0.06124869","0","0","0","0","0","0","0.047042757","2005","Shared quality uncertainty and the introduction of indeterminate goods","29","3","Lupton&"
"journal-article-10.2307_23602060","0","0","0","0","0","0","0.23967353","0","0","0","0","0.603535","0","0","0","0","0","0","0","0","0","0","0","0","0.15661378","2005","Capital theory and the origins of the elasticity of substitution (1932—35)","29","3","Molina&"
"journal-article-10.2307_23602061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03725553","0","0","0","0","0","0","0.9411684","0.021421151","0","2005","Interest rates, collateral and (de-)interlinkage: a micro-study of rural credit in West Bengal","29","3","Bhattacharyya&"
"journal-article-10.2307_23602062","0","0.029088857","0.058764976","0","0","0","0.14135136","0","0","0.4200151","0","0","0","0.09895858","0","0","0.046404354","0","0","0.04328554","0.015994044","0.042743232","0","0","0.10326389","2005","Does modern endogenous growth theory adequately represent Allyn Young?","29","3","Chandra&Sandilands&"
"journal-article-10.2307_23602063","0","0","0.29103747","0","0","0","0.17936675","0","0.30860496","0","0.118164696","0.018039446","0","0","0","0","0","0","0.070815794","0","0","0","0","0","0.013888078","2005","A history of post-Keynesian economics","29","3","Kerr&"
"journal-article-10.2307_23602090","0.4790401","0","0.010694426","0.07970804","0","0","0","0","0.034220953","0.2481892","0","0","0","0","0","0.12648593","0.014137804","0","0","0","0","0","0","0","0","2003","Are institutional rigidities at the root of European unemployment?","27","6","Schettkat&"
"journal-article-10.2307_23602091","0","0.015538444","0","0","0.296366","0.20095107","0","0","0","0","0","0","0","0","0","0","0.4870376","0","0","0","0","0","0","0","0","2003","Decentralised production organisation and institutional transformation: large and small firm networks in Chile and Nicaragua","27","6","Perez-Aleman&"
"journal-article-10.2307_23602092","0","0","0","0","0","0","0","0","0","0","0.15214889","0","0","0","0","0","0.067988865","0","0","0","0","0","0","0","0.77821404","2003","Coase on the nature of economics","27","6","Wang&"
"journal-article-10.2307_23602093","0","0","0","0","0","0.057634793","0","0","0","0.89390826","0.020183844","0","0","0","0","0","0","0.017490085","0","0.010652119","0","0","0","0","0","2003","Sectoral regularities of productivity growth in developing countries—a Kaldorian interpretation","27","6","Pieper&"
"journal-article-10.2307_23602094","0","0","0","0","0.74947923","0.06855438","0","0","0","0.12527022","0","0.056556754","0","0","0","0","0","0","0","0","0","0","0","0","0","2003","Technical efficiency, market share and profitability of manufacturing firms in Côte d'Ivoire: the technology trap","27","6","Sleuwaegen&Goedhuys&"
"journal-article-10.2307_23602095","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9169941","0","0.047556132","0","0","0","0","0","0","0","0.026469195","0","2003","Empirical evidence on interdependent preferences: nature or nurture?","27","6","Zizzo&"
"journal-article-10.2307_23602096","0.4727838","0","0","0","0","0","0","0","0","0","0","0","0","0.102242224","0","0.4125511","0","0","0","0","0","0","0","0.012323378","0","2003","Time use, work and overlapping activities: evidence from Australia","27","6","Floro&Miles&"
"journal-article-10.2307_23602097","0.17194957","0","0","0","0","0","0","0","0","0","0","0.13792326","0.07031547","0","0","0.17628144","0","0","0","0.22647311","0.02300375","0","0","0","0.19391462","2003","The political economy of gender disparity in musical markets","27","6","Cameron&"
"journal-article-10.2307_23602098","0","0","0","0","0","0.48358095","0","0","0","0","0","0","0","0","0.31105018","0.013373899","0","0","0","0","0","0.045799498","0","0.13841043","0","2003","Estimating the surplus in the periphery: an application to Turkey","27","6","Somel&"
"journal-article-10.2307_23602104","0","0","0","0","0","0","0","0","0","0.2470588","0","0","0","0","0.75280917","0","0","0","0","0","0","0","0","0","0","2003","What's behind the rise in profitability in the US in the 1980s and 1990s?","27","4","Wolff&"
"journal-article-10.2307_23602105","0","0","0","0.029409239","0.015523782","0.034688495","0","0","0","0","0","0","0","0","0","0","0.8472528","0","0","0","0.064108215","0","0","0","0","2003","Exit, voice and the evolution of industrial districts: the case of the post-World War II economic development of Prato","27","4","Ottati&"
"journal-article-10.2307_23602106","0","0.64690846","0","0","0","0","0","0","0","0.34737226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2003","Sectoral patterns of technological activity and export market share dynamics","27","4","Montobbio&"
"journal-article-10.2307_23602107","0.020628747","0","0","0","0","0","0.90832204","0","0","0","0","0","0.018022776","0","0.052898884","0","0","0","0","0","0","0","0","0","0","2003","Labour employed in production and labour commanded: a Ricardian conjecture","27","4","Naldi&"
"journal-article-10.2307_23602108","0.13997866","0","0","0","0","0.19199474","0","0","0","0.58915144","0","0","0","0","0","0","0.021431403","0","0","0","0","0.044844504","0","0","0","2003","Trends in employment and the employment elasticity in manufacturing, 1971—92: an international comparison","27","4","Mazumdar&"
"journal-article-10.2307_23602109","0","0","0","0","0","0.39031622","0","0","0.12697819","0.21134974","0","0.04030589","0","0","0.23089029","0","0","0","0","0","0","0","0","0","0","2003","Effective demand and the terms of trade in a dual economy: a Kaldorian perspective","27","4","Bhaduri&Skarstein&"
"journal-article-10.2307_23602110","0","0","0","0.84528244","0","0.018231528","0","0","0.055525795","0","0","0","0","0","0","0","0","0.049749084","0","0","0","0.031126477","0","0","0","2003","Sand in the wheels or spanner in the works? The Tobin tax and global finance","27","4","Grahl&Lysandrou&"
"journal-article-10.2307_23602113","0.010231984","0","0","0","0","0","0","0","0","0","0","0","0.05736199","0.72071993","0","0","0.11962923","0","0","0","0.09197741","0","0","0","0","2003","Nationalism, development and integration: the political economy of Ernest Gellner","27","5","Pagano&"
"journal-article-10.2307_23602114","0.029041251","0.24421854","0","0.12361677","0.07258947","0.042672228","0","0","0.058934208","0.107696116","0","0","0","0","0","0","0.13359815","0","0","0","0.18756889","0","0","0","0","2003","Innovation and growth: supply and demand factors in the recent US expansion","27","5","Simonazzi&"
"journal-article-10.2307_23602115","0","0.44645765","0","0","0","0","0","0","0","0.4177697","0","0","0","0","0","0","0","0.07398549","0","0.061656862","0","0","0","0","0","2003","Breaking the waves: a Poisson regression approach to Schumpeterian clustering of basic innovations","27","5","Silverberg&Verspagen&"
"journal-article-10.2307_23602116","0","0","0","0","0","0","0.019576352","0","0","0.37974042","0.0123838","0.25883162","0","0","0","0","0","0","0","0","0","0.32938874","0","0","0","2003","Some methodological problems with the neoclassical analysis of the East Asian miracle","27","5","Felipe&McCombie&"
"journal-article-10.2307_23602117","0","0","0","0","0","0","0.048214577","0.057045653","0","0","0.1651779","0","0.70845157","0","0","0","0","0","0","0","0","0","0","0","0.021032607","2003","Smith and Newton: some methodological issues concerning general economic equilibrium theory","27","5","Montes&"
"journal-article-10.2307_23602118","0","0","0","0","0","0","0.03312287","0","0","0.13910545","0","0.026886096","0","0","0.8004676","0","0","0","0","0","0","0","0","0","0","2003","A note on the organic composition of capital and profit rates","27","5","Cockshott&Cottrell&"
