chiave,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,year,title,volume,issue,autori
journal-article-10.2307_23602106,0,0,0,0,0.3705655,0,0,0,0, 0.6293721,2003,Sectoral patterns of technological activity and export market share dynamics,27,4,Montobbio&
journal-article-10.2307_23602107,0,0,0,0,0,0,0.99991226,0,0,0,2003,Labour employed in production and labour commanded: a Ricardian conjecture,27,4,Naldi&
journal-article-10.2307_23602108,0.11824412,0,0,0,0,0.11044621,0,0,0, 0.77125144,2003,"Trends in employment and the employment elasticity in manufacturing, 1971—92: an international comparison",27,4,Mazumdar&
journal-article-10.2307_23602109,0,0,0.061537378,0,0,0.25278622,0.15564929,0,0, 0.52257234,2003,Effective demand and the terms of trade in a dual economy: a Kaldorian perspective,27,4,Bhaduri&Skarstein&
journal-article-10.2307_23602110,0,0,0,0.15035097,0,0.1575794,0,0,0.6920227,0,2003,Sand in the wheels or spanner in the works? The Tobin tax and global finance,27,4,Grahl&Lysandrou&
journal-article-10.2307_23602113,0.042243026,0,0.028359247,0.032064818,0.46081665,0,0,0.42557174,0,0,2003,"Nationalism, development and integration: the political economy of Ernest Gellner",27,5,Pagano&
journal-article-10.2307_23602114,0.0346149,0.045316625,0,0,0.44927576,0.11007873,0,0,0.18506451, 0.17562348,2003,Innovation and growth: supply and demand factors in the recent US expansion,27,5,Simonazzi&
journal-article-10.2307_23602115,0,0.13325383,0,0,0.19148713,0,0,0.021060193,0, 0.6541402,2003,Breaking the waves: a Poisson regression approach to Schumpeterian clustering of basic innovations,27,5,Silverberg&Verspagen&
journal-article-10.2307_23602116,0,0.012109936,0,0,0,0,0.1849061,0,0, 0.8029387,2003,Some methodological problems with the neoclassical analysis of the East Asian miracle,27,5,Felipe&McCombie&
journal-article-10.2307_23602117,0,0,0,0.05533195,0,0,0.05981077,0.884813,0,0,2003,Smith and Newton: some methodological issues concerning general economic equilibrium theory,27,5,Montes&
journal-article-10.2307_23602118,0,0.65687996,0,0,0,0,0.21579914,0,0, 0.1270889,2003,A note on the organic composition of capital and profit rates,27,5,Cockshott&Cottrell&
journal-article-10.2307_23602119,0.33267108,0,0,0,0,0.31866226,0,0,0, 0.34856024,2003,"A note on the evolution of inequality in Poland, 1992-99",27,5,Podkaminer&
journal-article-10.2307_23602122,0.13344626,0.6229765,0,0,0,0.06135222,0,0,0, 0.18217203,2004,Global apparel production and sweatshop labour: can raising retail prices finance living wages?,28,2,Pollin&Burns&Heintz&
journal-article-10.2307_23602123,0,0.25433832,0.015175908,0,0,0,0.056563433,0,0.6738916,0,2004,Monetising the Classical Equations: a theory of circulation,28,2,Nell&
journal-article-10.2307_23602124,0,0,0,0,0,0,0,0,0.9332933, 0.06664751,2004,"Exchange rate indeterminacy in portfolio balance, Mundell—Fleming and uncovered interest rate parity models",28,2,Taylor&
journal-article-10.2307_23602125,0,0,0,0,0,0.28879434,0,0,0, 0.71112466,2004,Global inequality and international trade,28,2,Ghose&
journal-article-10.2307_23602126,0,0,0,0,0.06261923,0.40354225,0,0,0, 0.53375876,2004,Trade flows: a facet of regionalism or globalisation?,28,2,Chortareas&Pelagidis&
journal-article-10.2307_23602127,0,0,0,0,0.8420731,0,0.15785882,0,0,0,2004,The evolutionary firm and Cournot's Dilemma,28,2,Niman&
journal-article-10.2307_23602128,0,0,0,0,0,0,0.025114954,0.9747394,0,0,2004,Hayekian evolution reconsidered: a response to Caldwell,28,2,Hodgson&
journal-article-10.2307_23602129,0,0,0,0,0,0,0.014855354,0.98479754,0,0,2004,Hayekian evolution reconsidered: a reply to Hodgson,28,2,Caldwell&
journal-article-10.2307_23602130,0,0,0,0.36716846,0.08878195,0.47682333,0,0,0.063017316,0,2004,Fiscal federalism in Russia: a critique of the OECD proposals,28,2,Rosefielde&Vennikova&
journal-article-10.2307_23602133,0,0,0,0,0.18194851,0.81797755,0,0,0,0,2004,Transnational corporations' strategies and foreign trade patterns in MERCOSUR countries in the 1990s,28,5,Chudnovsky&López&
journal-article-10.2307_23602134,0,0,0,0.7495156,0,0,0.07277695,0.17761378,0,0,2004,High pressure and black clouds: Keynes and the frequentist theory of probability,28,5,Baccini&
journal-article-10.2307_23602135,0,0,0,0,0.30090728,0,0,0,0.6990091,0,2004,The Schumpeterian role of financial innovations in the New Economy's business cycle,28,5,Leathers&Raines&
journal-article-10.2307_23602136,0.7011516,0,0,0,0.09960345,0,0,0,0, 0.19726625,2004,"Gender, piece rates and wages: evidence from matched employer—employee data",28,5,Jirjahn&Stephan&
journal-article-10.2307_23602137,0,0.11698778,0.08101471,0,0,0.056326702,0.1371033,0,0, 0.6084905,2004,Structural economic dynamics: an alternative approach to North—South models,28,5,Araujo&Teixeira&
journal-article-10.2307_23602138,0,0,0.15005839,0,0.14939877,0,0,0.019044245,0.24051097, 0.44094795,2004,Financialisation and the slowdown of accumulation,28,5,Stockhammer&
journal-article-10.2307_23602139,0.33113918,0,0,0,0,0,0,0,0, 0.6687873,2004,Labour market reform and the macroeconomic efficiency of the labour market in Australia,28,5,Stegman&Stegman&
journal-article-10.2307_23602140,0,0,0,0,0,0.45947862,0,0,0, 0.5312647,2004,De-industrialisation and the balance of payments in advanced economies,28,5,Rowthorn&Coutts&
journal-article-10.2307_23602143,0,0,0,0.3999212,0.45149058,0,0.11005588,0.030768633,0,0,2004,Towards a re-interpretation of the economics of feasible socialism,28,6,Lo&Smyth&
journal-article-10.2307_23602144,0,0,0,0.23493844,0.113179915,0.29894242,0,0.0981467,0.2547501,0,2004,The Asian crisis and the shaping of 'proper' economies,28,6,Vestergaard&
journal-article-10.2307_23602145,0,0,0,0,0.77900857,0,0,0,0, 0.2209019,2004,Cooperation and the efficiency of regional R&D activities,28,6,Fritsch&
journal-article-10.2307_23602146,0,0,0.022887187,0.5428473,0.42463094,0,0,0,0,0,2004,The role of the state in evolutionary economics,28,6,Moreau&
journal-article-10.2307_23602147,0,0,0,0.024185611,0,0,0.20393233,0,0, 0.7717524,2004,The conventional wage share vs. full employment: implications for the development of growth theory,28,6,Sedgley&Elmslie&
journal-article-10.2307_23602148,0,0,0.26603973,0,0,0,0.12855352,0,0.6053056,0,2004,Rate of profit and interest in a growth theory with endogenous money,28,6,Kurose&
journal-article-10.2307_23602149,0,0,0,0,0.17316249,0.03075152,0,0.030233953,0.76579815,0,2004,Free banking and the stability of early joint-stock banking,28,6,Hickson&Turner&
journal-article-10.2307_23602150,0,0,0,0.2994386,0,0,0,0.7004752,0,0,2004,Situational analysis beyond 'single-exit' modelling,28,6,Neves&
journal-article-10.2307_23602151,0,0,0,0,0.23616509,0.7574855,0,0,0,0,2004,Does WTO accession matter for the Chinese textile and clothing industry?,28,6,Yeung&Mok&
journal-article-10.2307_23602157,0,0,0,0,0.92587245,0,0.05373075,0.020337239,0,0,2005,What drives innovativeness in industrial clusters? Transcending the debate,29,4,Caniëls&Romijn&
journal-article-10.2307_23602158,0,0,0.090920106,0.03645774,0.64826393,0,0,0,0, 0.21914993,2005,Profit maximisation vs. agency: an analysis of charitable giving by UK firms,29,4,Brammer&Millington&
journal-article-10.2307_23602159,0.3487085,0,0,0,0.019680293,0,0,0,0, 0.6315523,2005,Is labour becoming more or less flexible? Changing dynamic behaviour and asymmetries of labour input in US manufacturing,29,4,Glosser&Golden&
journal-article-10.2307_23602160,0.024181556,0,0,0,0.81950843,0.08713191,0.06912559,0,0,0,2005,"Puzzles in the economic institutions of capitalism: production coordination, contracting and work organisation in the Irish linen trade, 1750—1850",29,4,Brownlow&Geary&
journal-article-10.2307_23602161,0,0.1763042,0.17834318,0.054343738,0.5136432,0.0773296,0,0,0,0,2005,Environmental regulation: a value-theoretic and class-based analysis,29,4,Vlachou&
journal-article-10.2307_23602162,0,0,0,0.21131313,0.12584536,0,0.6627732,0,0,0,2005,The escape from conjectural variations: the consistency condition in duopoly theory from Bowley to Fellner,29,4,Giocoli&
journal-article-10.2307_23602163,0,0,0,0,0,0,0,0.9916391,0,0,2005,"Sheila Dow's concept of dualism: clarification, criticism and development",29,4,Mearman&
journal-article-10.2307_23602164,0,0.6341807,0,0,0,0.13605373,0,0.022824043,0, 0.20688495,2005,'Total factor productivity vs. realism' revisited: the case of the South Korean steel industry,29,4,Sato&
journal-article-10.2307_23602165,0,0.35719225,0,0,0,0,0,0,0, 0.64166504,2005,A note on the statistical verification of Marx: comment on Cockshott and Cottrell,29,4,Podkaminer&
journal-article-10.2307_23602166,0,0,0,0,0,0,0.02534557,0,0, 0.9742004,2005,The employment elasticity in manufacturing: a comment on Mazumdar,29,4,Felipe&Sipin&
journal-article-10.2307_23602167,0,0.013437117,0,0.017516432,0,0,0.1391141,0,0, 0.8294952,2005,The employment elasticity in manufacturing: a rejoinder,29,4,Mazumdar&
journal-article-10.2307_23602170,0,0,0.9139839,0,0,0,0,0,0.060657367, 0.016346822,2004,Social security in a Classical growth model,28,1,Michl&Foley&
journal-article-10.2307_23602171,0.1909116,0,0,0.062531054,0.1627183,0.36129618,0,0,0.03839425, 0.18411012,2004,The economic case for international labour standards,28,1,Palley&
journal-article-10.2307_23602172,0,0.013701236,0,0,0,0,0,0,0.31907892, 0.6671381,2004,Alternative indicators for predicting the probability of declining inflation: evidence from the US,28,1,Kang&Park&Ratti&
journal-article-10.2307_23602173,0.73422366,0,0,0.078686245,0.120620824,0,0,0.06639978,0,0,2004,Outsourcing and the provision of welfare-related services to unemployed youth in New Zealand,28,1,Strathdee&
journal-article-10.2307_23602174,0,0,0.02913924,0,0,0,0.3745793,0.14164616,0.4545761,0,2004,Hicks on monetary theory and history: money as endogenous money,28,1,Fontana&
journal-article-10.2307_23602175,0,0.46138462,0,0,0,0,0.53841865,0,0,0,2004,Switches and fake switches in methods of production,28,1,Bidard&Klimovsky&
journal-article-10.2307_23602176,0,0.28033146,0,0,0,0,0.64494556,0,0, 0.07465683,2004,The 40% neoclassical aggregate theory of production,28,1,Zambelli&
journal-article-10.2307_23602177,0,0,0,0,0,0,0.99986196,0,0,0,2004,On Sraffa's Standard commodity,28,1,Bellino&
journal-article-10.2307_23602178,0.3094436,0,0,0,0,0.5338618,0,0,0, 0.15661941,2004,Is globalisation undermining the welfare state?,28,1,Navarro&Schmitt&Astudillo&
journal-article-10.2307_23602181,0.010098114,0,0.05081387,0.3824971,0,0,0,0.5564172,0,0,2005,Memorialising George L. S. Shackle: a centennial tribute,29,2,Perlman&
journal-article-10.2307_23602182,0,0,0,0.38651705,0,0,0,0.5349263,0, 0.07851033,2005,Economics as progress: the LSE approach to econometric modelling and critical realism as programmes for research,29,2,Pratten&
journal-article-10.2307_23602183,0,0.020467222,0.036705244,0.5229646,0.17581962,0,0.052024115,0.19197337,0,0,2005,The approach of ecological economics,29,2,Gowdy&Erickson&
journal-article-10.2307_23602184,0,0,0.12733646,0,0.70965475,0,0,0.026727764,0.05507141, 0.08117204,2005,Investment sequencing in the brick industry: an application of grounded theory,29,2,Scheibl&Wood&
journal-article-10.2307_23602185,0,0,0,0.022829792,0.34705848,0,0,0.6300164,0,0,2005,The concept of routines: some clarifications,29,2,Becker&
journal-article-10.2307_23602186,0,0,0,0.7292095,0.14796461,0,0.08778595,0.03499901,0,0,2005,The principle of institutional direction: Coase's regulatory critique of intervention,29,2,Campbell&Klaes&
journal-article-10.2307_23602187,0,0,0,0,0.6627825,0,0,0.14328139,0, 0.19387211,2005,The fruits of intellectual production: economic and scientific specialisation among OECD countries,29,2,Laursen&Salter&
journal-article-10.2307_23602188,0,0.3003192,0,0,0,0,0.3021416,0,0, 0.3973684,2005,Robust correlations between prices and labour values: a comment,29,2,Cockshott&Cottrell&
journal-article-10.2307_23602189,0,0.1506741,0,0,0,0,0.39192912,0,0, 0.45716006,2005,Reply to Cockshott and Cottrell,29,2,Kliman&
journal-article-10.2307_23602192,0,0,0.01586833,0.35767788,0.16941282,0,0.012020211,0.43387535,0, 0.011117733,2013,How to evaluate creative destruction: reconstructing Schumpeter's approach,37,2,Schubert&
journal-article-10.2307_23602193,0,0,0,0,0.085969456,0,0.35950556,0.55446917,0,0,2013,Schumpeter and Georgescu-Roegen on the foundations of an evolutionary analysis,37,2,Heinzel&
journal-article-10.2307_23602194,0.3051747,0,0,0,0.4220598,0,0,0,0, 0.27270985,2013,Work arrangements and firm innovation: is there any relationship?,37,2,Giannetti&Madia&
journal-article-10.2307_23602195,0.6529746,0.08209243,0,0.013125364,0.2428965,0,0,0,0,0,2013,Can working and employment conditions in the personal services sector be improved?,37,2,Bailly&Devetter&Horn&
journal-article-10.2307_23602196,0.92457503,0,0,0,0.06579254,0,0,0,0,0,2013,Working time regulation in France from 1996 to 2012,37,2,Askenazy&
journal-article-10.2307_23602197,0.09889683,0,0,0,0.30569246,0,0,0,0, 0.5917155,2013,Investigating the anatomy of the employment effect of new business formation,37,2,Fritsch&Noseleit&
journal-article-10.2307_23602198,0,0.77841175,0,0,0,0,0.14256135,0,0, 0.07896427,2013,Labour productivity and the law of decreasing labour content,37,2,Flaschel&Franke&Veneziani&
journal-article-10.2307_23602199,0.031653117,0,0,0,0,0.42579943,0,0.33245316,0.21003614,0,2013,"Rhetoric and Keynes' use of statistics in ""The Economic Consequences of the Peace""",37,2,Lepper&
journal-article-10.2307_23602200,0,0,0,0.45678923,0.055511788,0,0.094586715,0,0.39306277,0,2013,On Keynes as an investor,37,2,Woods&
journal-article-10.2307_23602201,0,0,0,0,0,0,0.808062,0.19186513,0,0,2013,"Sraffa, Marshall and the principle of continuity",37,2,Martins&
journal-article-10.2307_23602249,0,0,0,0,0.029487975,0.3177148,0,0,0.42858768, 0.22417152,2008,Foreign direct investment and the euro: the first five years,32,1,Taylor&
journal-article-10.2307_23602250,0,0.016410962,0,0,0.7115332,0.27200016,0,0,0,0,2008,"The global business revolution, the cascade effect, and the challenge for firms from developing countries",32,1,Nolan&Zhang&Liu&
journal-article-10.2307_23602251,0,0,0,0.123084985,0,0,0,0.051163796,0.67470104, 0.15099044,2008,How useful is the concept of the natural real rate of interest for monetary policy?,32,1,Weber&Lemke&Worms&
journal-article-10.2307_23602252,0,0.10948784,0,0.5355116,0.3549194,0,0,0,0,0,2008,A theory of trust based systems of intermediation,32,1,Giusta&
journal-article-10.2307_23602253,0,0,0,0,0,0.2717342,0,0,0, 0.7282112,2008,The fallacy of composition and contractionary devaluations: output effects of real exchange rate shocks in semi-industrialised countries,32,1,Blecker&Razmi&
journal-article-10.2307_23602254,0,0,0,0,0,0.13106795,0,0,0.29742324, 0.57141274,2008,Disorderly adjustments to the misalignments in the Korean Won,32,1,Kinkyo&
journal-article-10.2307_23602255,0,0,0,0,0,0,0.69043654,0.30950934,0,0,2008,A materialist development of some recent contributions to the labour theory of value,32,1,Brown&
journal-article-10.2307_23602256,0,0,0.2608,0,0,0,0.0893346,0,0.16452265, 0.48525974,2008,On the dynamics of profit-led and wage-led growth,32,1,Bhaduri&
journal-article-10.2307_23602257,0,0,0,0,0.35749868,0,0.62835485,0,0,0,2008,Erratum: The economics of New Labour: policy and performance,32,1,Kitson&Wilkinson&
journal-article-10.2307_23603444,0,0,0,0,0.2435656,0,0.33814988,0.32239252,0.09404949,0,2005,Announcement: Publishing Online Ahead of Print,29,1,
journal-article-10.2307_23603445,0,0,0,0,0.15500605,0.04631365,0.4794756,0.31914353,0,0,2005,"Marx, Marxism and the cooperative movement",29,1,Jossa&
journal-article-10.2307_23603446,0,0,0,0.09248776,0.8255577,0,0,0,0, 0.081886105,2005,Economists' perceptions versus managers' decisions: an experiment in transaction-cost analysis,29,1,Love&Roper&
journal-article-10.2307_23603447,0,0,0,0,0.9999081,0,0,0,0,0,2005,The emergence of technology systems: knowledge production and distribution in the case of the Emilian plastics district,29,1,Patrucco&
journal-article-10.2307_23603448,0.020410636,0,0,0.21251522,0.06024989,0.022647018,0,0.68412083,0,0,2005,An anatomy of authority: Adam Smith as political theorist,29,1,Khalil&
journal-article-10.2307_23603449,0.06181082,0,0.42046195,0,0,0,0.16873358,0,0.34895393,0,2005,"Some Cambridge reactions to ""The General Theory"": David Champernowne and Joan Robinson on full employment",29,1,Boianovsky&
journal-article-10.2307_23603450,0,0,0,0,0,0,0,0.9999134,0,0,2005,Naturalised epistemology and economics,29,1,Beed&
journal-article-10.2307_23603451,0,0,0,0.038408548,0.18294105,0,0,0,0.032039218, 0.7465573,2005,"Capacity utilisation and corporate restructuring: a comparative study of the US, UK and other EU countries",29,1,Driver&Shepherd&
journal-article-10.2307_23603452,0,0,0.030436752,0,0.10353457,0.13445196,0.084906176,0.08695765,0, 0.5596929,2005,"Growth, trade and uneven development",29,1,"Darity,&Davis&"
journal-article-10.2307_23603565,0,0,0,0.20199353,0.35227934,0,0,0.445685,0,0,2004,Theoretical isolation and explanatory progress: transaction cost economics and the dynamics of dispute,28,3,Mäki&
journal-article-10.2307_23603566,0,0.36870858,0,0,0.6312147,0,0,0,0,0,2004,Collective invention during the British Industrial Revolution: the case of the Cornish pumping engine,28,3,Nuvolari&
journal-article-10.2307_23603567,0,0,0,0.5389508,0.1251916,0,0,0.33577174,0,0,2004,"Uncertainty: individuals, institutions and technology",28,3,Dequech&
journal-article-10.2307_23603568,0,0,0,0,0.9999134,0,0,0,0,0,2004,"The organisation of innovation: collaboration, cooperation and multifunctional groups in UK and German manufacturing",28,3,Love&Roper&
journal-article-10.2307_23603569,0.09343646,0,0,0.47776625,0,0,0.15734816,0.08879175,0.1826015,0,2004,Lucas on involuntary unemployment,28,3,De Vroey&
journal-article-10.2307_23603570,0,0,0,0.16989426,0.3542289,0,0.2867862,0.18903404,0,0,2004,Anti-Williamson: a Marxian critique of New Institutional Economics,28,3,Ankarloo&Palermo&
journal-article-10.2307_23603571,0,0,0,0.49769977,0,0,0,0.5022198,0,0,2004,Ecological economics and the politics of knowledge: the debate between Hayek and Neurath,28,3,O'Neill&
journal-article-10.2307_23603572,0,0.42444447,0,0,0,0,0.5752858,0,0,0,2004,Pure joint production and international trade: a note,28,3,Mariolis&
journal-article-10.2307_23603573,0,0,0,0.99986595,0,0,0,0,0,0,2004,A note on participatory decision-making and rationality,28,3,Heap&
journal-article-10.2307_23603574,0,0,0,0,0,0,0.23290782,0,0.7526747,0,2004,CORRIGENDA: Money and credit in a Keynesian model of income determination,28,3,Godley&
journal-article-10.2307_24231804,0.218426,0,0,0,0,0.78151953,0,0,0,0,1994,The increase in death and disease under 'katastroika',18,4,Ellman&
journal-article-10.2307_24231805,0,0,0,0.38833237,0,0,0.5287944,0.04296457,0, 0.039859407,1994,The microfoundations project in general equilibrium theory,18,4,Rizvi&
journal-article-10.2307_24231806,0,0,0,0,0,0,0.13761227,0,0.8622904,0,1994,Money's marketability premium and the microfoundations of Keynes's theory of money and interest,18,4,Cowen&Kroszner&
journal-article-10.2307_24231807,0,0,0,0,0,0,0.99993163,0,0,0,1994,A re(in)statement of the labour theory of value,18,4,Mohun&
journal-article-10.2307_24231808,0,0,0,0.42374817,0.2649774,0,0.1705513,0.14066423,0,0,1994,Optimisation and evolution: Winter's critique of Friedman revisited,18,4,Hodgson&
journal-article-10.2307_24231812,0.025024313,0,0.78200054,0.060954563,0,0,0,0.13194902,0,0,1994,Kurt Rothschild and the alternative Austrian economics,18,5,King&
journal-article-10.2307_24231813,0,0,0,0,0,0,0.7606058,0,0.23931447,0,1994,The Banking School and the monetary thought of Karl Marx,18,5,Lapavitsas&
journal-article-10.2307_24231814,0,0,0,0,0.96675426,0,0,0.01366111,0, 0.016029073,1994,The economics of technical change,18,5,Freeman&
journal-article-10.2307_24231815,0,0,0.82313454,0,0,0,0,0,0, 0.17658783,1994,Is military spending a burden? A 'Marxo-marginalist' response to Pivetti,18,5,Smith&Dunne&
journal-article-10.2307_24231816,0,0,0.9612428,0,0,0.038431797,0,0,0,0,1994,"Effective demand, 'Marxo-marginalism' and the economics of military spending: a rejoinder",18,5,Pivetti&
journal-article-10.2307_24231820,0,0,0,0,0,0.8434163,0,0,0, 0.1392284,1994,"Colonialism, decolonisation and growth rates: theory and empirical evidence",18,3,Alam&
journal-article-10.2307_24231821,0,0.7030033,0,0,0,0,0,0.01270471,0, 0.2842229,1994,Empirical evidence that the social relations of production matter: the case of the ante-bellum US South,18,3,Nilsson&
journal-article-10.2307_24231822,0,0.48056656,0,0,0.35295177,0.16641365,0,0,0,0,1994,Flexible production systems and local machine-tool subcontracting: electronics components transnationals in Malaysia,18,3,Rasiah&
journal-article-10.2307_24231823,0,0.31314,0.19863136,0,0,0,0.48807275,0,0,0,1994,'Perverse' behaviour in a 'one commodity' model,18,3,Steedman&
journal-article-10.2307_24231824,0.10904987,0,0,0,0.055248115,0.075348005,0,0,0.12956993, 0.6306873,1994,"Bargaining power, mark-up power, and wage differentials in Brazil",18,3,Amadeo&
journal-article-10.2307_24231825,0,0.048276477,0,0,0,0,0.9511501,0,0,0,1994,Wolfgang Mühlpfordt and the 'transformation problem': some remarks on articles by Howard and King and Gilibert,18,3,Quaas&
journal-article-10.2307_24231826,0,0.11303143,0,0,0,0,0.8856352,0,0,0,1994,A reply to Dr Quaas,18,3,Gilibert&
journal-article-10.2307_24231830,0,0,0,0.044641856,0.8310884,0,0.011099453,0,0.11311876,0,1994,"Trust, interlinking transactions and credit in the industrial district",18,6,Ottati&
journal-article-10.2307_24231831,0.08600243,0.40118948,0,0,0,0.5127423,0,0,0,0,1994,The Cuban sugar economy in the Soviet era and after,18,6,Pollitt&Hagelberg&
journal-article-10.2307_24231832,0.3000961,0,0,0,0.14700745,0.25656042,0,0.02903681,0.18835191, 0.07890183,1994,"Automatic stabilisers, European union and national unity",18,6,MacKay&
journal-article-10.2307_24231833,0,0,0,0,0,0,0.16715589,0.075510174,0.7572778,0,1994,Post-Keynesian monetary economics,18,6,Cottrell&
journal-article-10.2307_24231834,0.05346248,0,0,0,0,0.7808928,0,0,0.16553459,0,1994,The transition to a market economy in Poland,18,6,Adam&
journal-article-10.2307_24231835,0.019621419,0,0,0.1505262,0.27425677,0.5196278,0,0,0.03591217,0,1994,Privatisation in the Russian Federation: changing enterprise behaviour in the transition period,18,6,Ash&Hare&
journal-article-10.2307_24231841,0,0,0.9280111,0,0,0,0,0.07114337,0,0,1994,Introduction,18,1,Harcourt&Palma&
journal-article-10.2307_24231842,0.06716326,0,0.39380077,0.025593432,0,0.068070196,0.036814447,0.40833986,0,0,1994,"Richard Kahn, 10 August 1905–6 June 1989",18,1,Pasinetti&
journal-article-10.2307_24231843,0,0,0.43654567,0.06255081,0,0,0.1306592,0.36990595,0,0,1994,Richard Kahn in the 1930s,18,1,Robinson&
journal-article-10.2307_24231844,0,0,0.43531227,0,0,0,0.38852727,0,0.17607535,0,1994,"Kahn and Keynes and the making of ""The General Theory""",18,1,Harcourt&
journal-article-10.2307_24231845,0,0,0.65950817,0,0,0,0.34039646,0,0,0,1994,R. F. Kahn and imperfect competition,18,1,Marcuzzo&
journal-article-10.2307_24231846,0,0,0.62774265,0,0.04737319,0,0.32479608,0,0,0,1994,Kahn on the economics of the short period,18,1,O'Shaughnessy&
journal-article-10.2307_24231847,0,0,0.5961819,0.062975034,0,0,0.14403489,0.15011646,0.046640456,0,1994,Richard Kahn: his welfare economics and lifetime achievement,18,1,Samuelson&
journal-article-10.2307_24231848,0,0,0.8476896,0,0.029725062,0,0,0.0897792,0.032504547,0,1994,Kahn and economic dynamics,18,1,Goodwin&
journal-article-10.2307_24231849,0,0,0,0,0,0,0.13992532,0.036049273,0.8239412,0,1994,The monetary prerequisites for the multiplier: an adumbration of the crowding-out hypothesis,18,1,Trevithick&
journal-article-10.2307_24231850,0,0,0.024303062,0.35413614,0,0,0.17853527,0.028002815,0.4149715,0,1994,Kahn's theory of liquidity preference and monetary policy,18,1,Dardi&
journal-article-10.2307_24231851,0,0,0.28925863,0,0,0,0.29371792,0.2079565,0.2089604,0,1994,Richard Kahn as an historian of economics,18,1,Moggridge&
journal-article-10.2307_24231852,0,0,0,0.012526903,0,0.32474437,0.20363419,0,0.45900542,0,1994,Kahn on buffer stocks,18,1,Palma&
journal-article-10.2307_24231904,0,0,0,0.8221594,0,0,0,0,0.17775206,0,1994,Keynesian uncertainty and liquidity preference,18,2,Runde&
journal-article-10.2307_24231905,0.020248197,0,0,0,0,0.75903565,0,0.013755015,0, 0.20689696,1994,Aid and the growth of income in aid-favoured developing countries: policy issues,18,2,Brewster&Yeboah&
journal-article-10.2307_24231906,0,0,0.14496924,0,0,0,0.64383626,0.21111576,0,0,1994,Analytical Marxism and the Marxian theory of crisis,18,2,Lebowitz&
journal-article-10.2307_24231907,0.23404114,0,0.011588377,0.2922466,0.37201378,0,0.09005959,0,0,0,1994,The transaction costs and benefits of the incomplete contract of employment,18,2,Cartier&
journal-article-10.2307_24231908,0,0.05102135,0.07871199,0,0,0,0.40526274,0.08482647,0.38012317,0,1994,Hayek's early cycle theory re-examined,18,2,Cottrell&
journal-article-10.2307_24231909,0,0,0.57457644,0,0,0,0,0,0, 0.4253553,1994,"Macroeconomic structure, endogenous technical change and growth",18,2,You&
journal-article-10.2307_24231916,0,0,0,0,0.18815507,0.3298592,0,0,0.45173144, 0.030194359,2010,"Financial globalisation and crisis, institutional transformation and equity",34,2,Arestis&Singh&
journal-article-10.2307_24231917,0,0,0,0,0.040711317,0,0,0,0.9592165,0,2010,Why the subprime crisis is different: a Minskyian approach,34,2,Dymski&
journal-article-10.2307_24231918,0,0,0,0,0.028976401,0.5161766,0,0,0.45478877,0,2010,"Financial liberalisation, institutional transformation and credit allocation in developing countries: the World Bank and the internationalisation of banking",34,2,Stein&
journal-article-10.2307_24231919,0,0.10010863,0.042091854,0,0.20360105,0.017481351,0,0,0.119121, 0.5090173,2010,Financialisation and the dynamics of offshoring in the USA,34,2,Milberg&Winkler&
journal-article-10.2307_24231920,0.039285768,0,0,0,0,0.24949813,0,0,0.1295093, 0.57284415,2010,Capital account liberalisation and poverty: how close is the link?,34,2,Arestis&Caner&
journal-article-10.2307_24231921,0,0,0,0,0.58383495,0,0,0,0.061111383, 0.35498324,2010,"Law, finance and development: further analyses of longitudinal data",34,2,Sarkar&Singh&
journal-article-10.2307_24231922,0.5696445,0,0,0,0.04081688,0.020121371,0,0.3693682,0,0,2010,"Poverty, time and vagueness: integrating the core poverty and chronic poverty frameworks",34,2,Clark&Hulme&
journal-article-10.2307_24231923,0,0,0.052515835,0.9474166,0,0,0,0,0,0,2010,Private contributions to collective concerns: modelling donor behaviour,34,2,von Kotzebue&Wigger&
journal-article-10.2307_24231924,0,0,0,0,0,0.24822368,0,0,0, 0.75170213,2010,Structural change and the BOP-constraint: why did Latin America fail to converge?,34,2,Cimoli&Porcile&Rovira&
journal-article-10.2307_24231928,0.047841787,0,0.0853871,0,0.15297413,0.08227165,0.40846953,0.22302218,0,0,2010,Accumulation of knowledge and accumulation of capital in early 'theories' of growth and development,34,3,Prendergast&
journal-article-10.2307_24231929,0,0,0.18378316,0,0,0,0.05789925,0,0.7582458,0,2010,Public debt sustainability and alternative theories of interest,34,3,Aspromourgos&Rees&White&
journal-article-10.2307_24231930,0,0,0,0.9999443,0,0,0,0,0,0,2010,Ambiguity and uncertainty in Ellsberg and Shackle,34,3,Basili&Zappia&
journal-article-10.2307_24231931,0.42668232,0,0,0,0.30627313,0,0,0,0, 0.26699716,2010,Works councils and employment growth in German establishments,34,3,Jirjahn&
journal-article-10.2307_24231932,0,0,0,0,0.46960023,0,0,0,0.30281225, 0.21799314,2010,Why do hurdle rates differ from the cost of capital?,34,3,Driver&Temple&
journal-article-10.2307_24231933,0.20991322,0,0,0,0.12459994,0,0,0,0, 0.6634889,2010,"Little innovation, many jobs: An econometric analysis of the Italian labour productivity crisis",34,3,Lucidi&Kleinknecht&
